游戏名字,游戏链接,解压码/激活码,天翼/迅雷下载链接,百度网盘下载链接,提取码,游戏名称,游戏类型,其他了
旋转轮胎：泥泞奔驰/Spintires: MudRunner,https://lingdiankj.cn/plus/view.php?aid=2818,464698,https://cloud.189.cn/t/JnayayQNjquu,https://pan.baidu.com/s/1ESleZF4fkj11Hik7Ba59QA,天翼/迅雷下载方法：,旋转轮胎：泥泞奔驰/Spintires: MudRunner,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/JnayayQNjquu""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1ESleZF4fkj11Hik7Ba59QA""},{""其他了"":""提取码：6inz""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
"地精公司/Gremlins, Inc",https://lingdiankj.cn/plus/view.php?aid=3691,365214,https://cloud.189.cn/t/M7zaamZZbq6j,https://pan.baidu.com/s/1rzNvmm2x9zuqIpYj8v14mA,天翼下载方法：,"地精公司/Gremlins, Inc",[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/M7zaamZZbq6j""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1rzNvmm2x9zuqIpYj8v14mA提取码：""},{""其他了"":""yo7c""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
展现山茶花的故事/Unfolded : Camellia Tales,https://lingdiankj.cn/plus/view.php?aid=3937,622285,https://cloud.189.cn/t/FVJJVfQzQnU3,https://pan.baidu.com/s/1G2x9IPab7ZIB7VWiI7fqXA,天翼下载方法：,展现山茶花的故事/Unfolded : Camellia Tales,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/FVJJVfQzQnU3""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1G2x9IPab7ZIB7VWiI7fqXA提取码：""},{""其他了"":""cvl5""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
伊森卡特的消失/The Vanishing of Ethan Carter,https://lingdiankj.cn/plus/view.php?aid=4020,965452,https://cloud.189.cn/t/Vze2YrzYr2Mz,https://pan.baidu.com/s/1BDJexVkJ9aOVeJbJLfo04A,天翼下载方法：,伊森卡特的消失/The Vanishing of Ethan Carter,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/Vze2YrzYr2Mz""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1BDJexVkJ9aOVeJbJLfo04A提取码：""},{""其他了"":""3xx4""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
乞丐模拟器/流浪汉：艰难的生活/Hobo: Tough Life（v0.90.025）,https://lingdiankj.cn/plus/view.php?aid=2129,115733,https://cloud.189.cn/t/yeMn6rbqIveq,https://pan.baidu.com/s/1iizfu4wvAF1MEVIA1tt6oQ,nitb,乞丐模拟器/流浪汉：艰难的生活/Hobo: Tough Life（v0.90.025）,"[{""游戏类型"":""角色扮演""},{""游戏类型"":""模拟经营""}]","[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/yeMn6rbqIveq""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1iizfu4wvAF1MEVIA1tt6oQ 提取码：""},{""其他了"":""nitb""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
西格玛理论：谍战/Sigma Theory: Global Cold War,https://lingdiankj.cn/plus/view.php?aid=3994,179383,https://cloud.189.cn/t/eAz2Ivja6r2y,https://pan.baidu.com/s/1AII051F5XCe790MlaX1IgQ,天翼下载方法：,西格玛理论：谍战/Sigma Theory: Global Cold War,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/eAz2Ivja6r2y""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1AII051F5XCe790MlaX1IgQ提取码：""},{""其他了"":""nwz7""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
前往中世纪/Going Medieval（V0.5.28.4）,https://lingdiankj.cn/plus/view.php?aid=4271,755424,https://cloud.189.cn/t/QVRFzayA3Ujm,https://pan.baidu.com/s/1mQh3M-UEAJ_jVTTWeE9wrw,天翼下载方法：,前往中世纪/Going Medieval（V0.5.28.4）,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/QVRFzayA3Ujm""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1mQh3M-UEAJ_jVTTWeE9wrw提取码：""},{""其他了"":""sbiy""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
古惑狼：三部曲重制版/Crash Bandicoot N -Sane Trilogy,https://lingdiankj.cn/plus/view.php?aid=3462,854777,https://pan.baidu.com/s/1qrBBQxN9fVAqBZNOCBYKhQ,https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ,null,古惑狼：三部曲重制版/Crash Bandicoot N -Sane Trilogy,[{"游戏类型":"动作冒险"}],"[{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1qrBBQxN9fVAqBZNOCBYKhQ""},{""其他了"":""百度网盘赠品下载链接：https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
恶魔/Demonicute,https://lingdiankj.cn/plus/view.php?aid=2584,278992,https://cloud.189.cn/t/VBnuMnJRbUV3,https://pan.baidu.com/s/17a8dl2iuPrmdFzzxb027CQ,天翼/迅雷下载方法：,恶魔/Demonicute,[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/VBnuMnJRbUV3""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/17a8dl2iuPrmdFzzxb027CQ 提取码：yzur""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
有深度的故事-拳拳到肉/DEEP STATES STORY,https://lingdiankj.cn/plus/view.php?aid=3208,692836,https://cloud.189.cn/t/EzYBRb26vUf2,https://pan.baidu.com/s/1NB2cb2qO8JeQNrcJQlaT3Q,天翼/迅雷下载方法：,有深度的故事-拳拳到肉/DEEP STATES STORY,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/EzYBRb26vUf2""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1NB2cb2qO8JeQNrcJQlaT3Q 提取码：y38r""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
红色警戒：命令与征服：重制版/Command and Conque/红警,https://lingdiankj.cn/plus/view.php?aid=2270,666771,https://cloud.189.cn/t/BryUVzRjquQn,https://pan.baidu.com/s/1TNjEZ_7Yx77faMySFtChnw,天翼/迅雷下载方法：,红色警戒：命令与征服：重制版/Command and Conque/红警,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/BryUVzRjquQn""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1TNjEZ_7Yx77faMySFtChnw""},{""其他了"":""提取码：7lqr""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
铠甲头/ARMORED HEAD,https://lingdiankj.cn/plus/view.php?aid=1529,112181,https://cloud.189.cn/t/UnaEfyN7rInq,https://pan.baidu.com/s/17sF8A71yc-RHuTCB--PA8w,天翼/迅雷下载方法：,铠甲头/ARMORED HEAD,"[{""游戏类型"":""射击游戏""},{""游戏类型"":""动作冒险""}]","[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/UnaEfyN7rInq""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/17sF8A71yc-RHuTCB--PA8w 提取码：h1o3""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
降妖神兵/武侠生活模拟（V21.01.30）,https://lingdiankj.cn/plus/view.php?aid=2412,www.cmdw.top,https://cloud.189.cn/t/NvINjqraumIf,https://pan.baidu.com/s/1zMFPqxf-sGu-eosIPoGtNQ,天翼/迅雷下载方法：,降妖神兵/武侠生活模拟（V21.01.30）,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/NvINjqraumIf""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1zMFPqxf-sGu-eosIPoGtNQ""},{""其他了"":""提取码：ryqi""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
漫漫长夜/The Long Dark（更新v1.93）,https://lingdiankj.cn/plus/view.php?aid=2332,235874,https://cloud.189.cn/t/niUBNn6fInAz,https://pan.baidu.com/s/19rPj6tGowwWs4pIFYqorKA,天翼下载方法：,漫漫长夜/The Long Dark（更新v1.93）,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/niUBNn6fInAz""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/19rPj6tGowwWs4pIFYqorKA提取码：""},{""其他了"":""m77k""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
堕落千金—黑蔷薇与欲望之火（+DLC）,https://lingdiankj.cn/plus/view.php?aid=4240,589152,https://cloud.189.cn/t/Rv6BFveuIRNn,https://pan.baidu.com/s/1eGJzqMRLGE79RtYk-L1KSA,天翼下载方法：,堕落千金—黑蔷薇与欲望之火（+DLC）,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/Rv6BFveuIRNn""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1eGJzqMRLGE79RtYk-L1KSA提取码：""},{""其他了"":""j3p0""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
人类VS怪物/Human vs Monster,https://lingdiankj.cn/plus/view.php?aid=3240,853984,https://cloud.189.cn/t/b2EvuqQ3AFJf,https://pan.baidu.com/s/17K8Rskt8WZT5yqLNCHAxzw,天翼/迅雷下载方法：,人类VS怪物/Human vs Monster,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/b2EvuqQ3AFJf""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/17K8Rskt8WZT5yqLNCHAxzw 提取码：8wds""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
极品飞车21：热度/Need For Speed Heat,https://lingdiankj.cn/plus/view.php?aid=3879,516232,https://cloud.189.cn/t/nQBF3mbeMZjy,https://pan.baidu.com/s/1Ao1gWqGRZRuTU40PCyE03w,天翼下载方法：,极品飞车21：热度/Need For Speed Heat,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/nQBF3mbeMZjy""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1Ao1gWqGRZRuTU40PCyE03w提取码：""},{""其他了"":""p0ql""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
灾厄逆刃（正式版）,https://lingdiankj.cn/plus/view.php?aid=2544,291464,https://cloud.189.cn/t/7zU7N3muMVzu,https://pan.baidu.com/s/1COLQXgDOTidUkuxazHWrIQ,天翼/迅雷下载方法：,灾厄逆刃（正式版）,[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/7zU7N3muMVzu""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1COLQXgDOTidUkuxazHWrIQ? 提取码：xpqg""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
超级兔子人/Super Bunny Man（英文）支持同屏联机,https://lingdiankj.cn/plus/view.php?aid=4414,369473,https://cloud.189.cn/web/share?code=vUjiMbE7Fzaq,https://pan.baidu.com/s/172Z-cM4XEpu8NiUdZkKlpw,天翼下载方法：,超级兔子人/Super Bunny Man（英文）支持同屏联机,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/web/share?code=vUjiMbE7Fzaq""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/172Z-cM4XEpu8NiUdZkKlpw提取码：""},{""其他了"":""o05f""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
轰炸机小队/Bomber Crew,https://lingdiankj.cn/plus/view.php?aid=2815,595797,https://cloud.189.cn/t/InYNJrqyAziq,https://pan.baidu.com/s/1kURTgqGbpZd-qk1OPuFCMw,天翼/迅雷下载方法：,轰炸机小队/Bomber Crew,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/InYNJrqyAziq""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1kURTgqGbpZd-qk1OPuFCMw""},{""其他了"":""提取码：p19k""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
第3000次决斗/3000th Duel,https://lingdiankj.cn/plus/view.php?aid=3543,698554,https://cloud.189.cn/t/f67nIvFZN73m,https://pan.baidu.com/s/1QPPg-RUnZhMuZRHlgyMIgw,天翼下载方法：,第3000次决斗/3000th Duel,[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/f67nIvFZN73m""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1QPPg-RUnZhMuZRHlgyMIgw提取码：""},{""其他了"":""0gq7""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
Hot Brass,https://lingdiankj.cn/plus/view.php?aid=3771,554522,https://cloud.189.cn/t/7rYniuQvYZ3e,https://pan.baidu.com/s/14hye7XlfloqAZn767RzbUg,天翼/迅雷下载方法：,Hot Brass,[{"游戏类型":""}],"[{""其他了"":""下载链接：https://cloud.189.cn/t/7rYniuQvYZ3e""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/14hye7XlfloqAZn767RzbUg 提取码：dh8i""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
战团：装甲强化版/Brigador（整合血色周年）,https://lingdiankj.cn/plus/view.php?aid=4303,476317,https://cloud.189.cn/t/RFBzuyInQV3m,https://pan.baidu.com/s/1NVbq15xShl5glvaY6bFbpA,天翼下载方法：,战团：装甲强化版/Brigador（整合血色周年）,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/RFBzuyInQV3m""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1NVbq15xShl5glvaY6bFbpA提取码：""},{""其他了"":""6mix""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
奥康纳家族与雄鹿之冠/Clan OConall and the Crown of the Stag,https://lingdiankj.cn/plus/view.php?aid=4114,832694,https://cloud.189.cn/t/FBNbuqfmEnii,https://pan.baidu.com/s/1RWkyxQIAewRZA4muq7Y4fQ,天翼下载方法：,奥康纳家族与雄鹿之冠/Clan OConall and the Crown of the Stag,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/FBNbuqfmEnii""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1RWkyxQIAewRZA4muq7Y4fQ提取码：""},{""其他了"":""40o5""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
狄仁杰之锦蔷薇 | Detective Di: The Silk Rose Murders,https://lingdiankj.cn/plus/view.php?aid=3468,652144,https://pan.baidu.com/s/10iJSedAKGZE5GlUpJbM4gA,https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ,null,狄仁杰之锦蔷薇 | Detective Di: The Silk Rose Murders,[{"游戏类型":""}],"[{""其他了"":""百度下载链接：https://pan.baidu.com/s/10iJSedAKGZE5GlUpJbM4gA""},{""其他了"":""赠品下载链接：https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
最终幻想10.10-2高清重制版/FINAL FANTASY X/X-2 HD Rem,https://lingdiankj.cn/plus/view.php?aid=1924,743985,https://cloud.189.cn/t/MjU7b2EzqIja,https://pan.baidu.com/s/1migTbStShZeV8QNvfZZc-A,天翼/迅雷下载方法：,最终幻想10.10-2高清重制版/FINAL FANTASY X/X-2 HD Rem,"[{""游戏类型"":""角色扮演""},{""游戏类型"":""其他类型""}]","[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/MjU7b2EzqIja""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1migTbStShZeV8QNvfZZc-A? 提取码：qknb""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
Metal Unit,https://lingdiankj.cn/plus/view.php?aid=1719,465114,https://cloud.189.cn/t/uU3iqmJvimai,https://pan.baidu.com/s/1BIKmlgxwUmmb4Zeep5zp2A,天翼/迅雷下载方法：,Metal Unit,[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/uU3iqmJvimai""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1BIKmlgxwUmmb4Zeep5zp2A""},{""其他了"":""提取码：tjqb""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
向下走/Going Under（v1.25）,https://lingdiankj.cn/plus/view.php?aid=2768,893171,https://cloud.189.cn/t/viErquqINvQv,https://pan.baidu.com/s/15B7ylYyL-umkAKlHZiupVg,天翼/迅雷下载方法：,向下走/Going Under（v1.25）,"[{""游戏类型"":""动作冒险""},{""游戏类型"":""格斗游戏""}]","[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/viErquqINvQv""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/15B7ylYyL-umkAKlHZiupVg 提取码：btqb""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
骇客时空：最后的记录/hack G.U. Last Recode,https://lingdiankj.cn/plus/view.php?aid=3448,258999,https://pan.baidu.com/s/1TuN6HCqpuQkqVL2u0QM0fQ,https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ,null,骇客时空：最后的记录/hack G.U. Last Recode,"[{""游戏类型"":""角色扮演""},{""游戏类型"":""动作冒险""}]","[{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1TuN6HCqpuQkqVL2u0QM0fQ""},{""其他了"":""百度网盘赠品下载链接：https://pan.baidu.com/s/14V3kGCEV8fqUX_Nqm1sdcQ""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
无双大蛇3/无双蛇魔3/Warriors Orochi 3,https://lingdiankj.cn/plus/view.php?aid=1895,177422,https://cloud.189.cn/t/6nUzeaAZFJfq,https://pan.baidu.com/s/16cOWqWiSpo96wBAWg8Q0cw,mqkv,无双大蛇3/无双蛇魔3/Warriors Orochi 3,[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/6nUzeaAZFJfq""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/16cOWqWiSpo96wBAWg8Q0cw""},{""其他了"":""提取码：""},{""其他了"":""mqkv""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
抗日：血战上海滩/Shanghai Blood of War,https://lingdiankj.cn/plus/view.php?aid=3894,223856,https://cloud.189.cn/t/juUFreVF7bqa,https://pan.baidu.com/s/1YWUqqnmR8FnUPOg_VAzL6A,天翼下载方法：,抗日：血战上海滩/Shanghai Blood of War,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/juUFreVF7bqa""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1YWUqqnmR8FnUPOg_VAzL6A提取码：""},{""其他了"":""rhdc""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
枪火重生（网络联机版）,https://lingdiankj.cn/plus/view.php?aid=3057,115775,https://cloud.189.cn/t/ueUVZzFBBVBv,https://pan.baidu.com/s/1vJpPT50zbziEXlSXkvRk5Q,天翼/迅雷下载方法：,枪火重生（网络联机版）,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/ueUVZzFBBVBv""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1vJpPT50zbziEXlSXkvRk5Q""},{""其他了"":""提取码：56r0""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
变形金刚：战场/TRANSFORMERS: BATTLEGROUNDS,https://lingdiankj.cn/plus/view.php?aid=3320,371474,https://cloud.189.cn/t/AvUja2RRJZfi,https://pan.baidu.com/s/1ROlBxSG8ZkpZoRITQ0wILw,天翼/迅雷下载方法：,变形金刚：战场/TRANSFORMERS: BATTLEGROUNDS,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/AvUja2RRJZfi""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1ROlBxSG8ZkpZoRITQ0wILw""},{""其他了"":""提取码：uyju""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
奥日和黑暗森林/Ori and the Blind Forest,https://lingdiankj.cn/plus/view.php?aid=3022,443546,https://cloud.189.cn/t/jMJny2eM3Iny,https://pan.baidu.com/s/1Di03iI4hyn49vWiMWCFOhA,7jiw,奥日和黑暗森林/Ori and the Blind Forest,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/jMJny2eM3Iny""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1Di03iI4hyn49vWiMWCFOhA""},{""其他了"":""提取码：""},{""其他了"":""7jiw""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
网吧模拟器/internet cafe simulator（更新v12.09.2020）,https://lingdiankj.cn/plus/view.php?aid=2404,859793,https://cloud.189.cn/t/ZbmUvuaQ3iEb,https://pan.baidu.com/s/1C18KsjNzfqSAIY-4pI_hmQ,天翼/迅雷下载方法：,网吧模拟器/internet cafe simulator（更新v12.09.2020）,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/ZbmUvuaQ3iEb""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1C18KsjNzfqSAIY-4pI_hmQ""},{""其他了"":""提取码：tb42""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
树/The Tree,https://lingdiankj.cn/plus/view.php?aid=2666,689691,https://cloud.189.cn/t/IZNZj2E736Vf,https://pan.baidu.com/s/1Kx-Es3swv0oLiOeso4Sxvg,天翼/迅雷下载方法：,树/The Tree,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/IZNZj2E736Vf""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1Kx-Es3swv0oLiOeso4Sxvg""},{""其他了"":""提取码：xmqx""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
反斗大派对/Party Panic,https://lingdiankj.cn/plus/view.php?aid=3974,634333,https://cloud.189.cn/t/3QjENnUvqaya,https://pan.baidu.com/s/18U7cIrFWYPGVIOpolkSiJg,天翼下载方法：,反斗大派对/Party Panic,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/3QjENnUvqaya""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/18U7cIrFWYPGVIOpolkSiJg提取码：""},{""其他了"":""ot8x""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
透明世界/CLEARWORLD（V1.0）,https://lingdiankj.cn/plus/view.php?aid=4197,683421,https://cloud.189.cn/t/a6ne6v6VRRVb,https://pan.baidu.com/s/18mDLDQM_LuQ_2GCw40IT5A,天翼下载方法：,透明世界/CLEARWORLD（V1.0）,[{"游戏类型":""}],"[{""其他了"":""天翼云下载链接：https://cloud.189.cn/t/a6ne6v6VRRVb""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/18mDLDQM_LuQ_2GCw40IT5A提取码：""},{""其他了"":""r7zk""},{""其他了"":""天翼下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
墨心:波云诡船(全中文语音),https://lingdiankj.cn/plus/view.php?aid=2363,757411,https://cloud.189.cn/t/a2IJr2eymMbe,https://pan.baidu.com/s/1ouXL9oQueFVOrUbFsODy-w,天翼/迅雷下载方法：,墨心:波云诡船(全中文语音),[{"游戏类型":"动作冒险"}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/a2IJr2eymMbe""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1ouXL9oQueFVOrUbFsODy-w? 提取码：qhhe""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
最终幻想XIII：雷光归来/LIGHTNING RETURNS?: FINAL F,https://lingdiankj.cn/plus/view.php?aid=1927,942486,https://cloud.189.cn/t/EryU3mvuEbYf,https://pan.baidu.com/s/1W3JVIOsQAWh3Kj5udylybw,天翼/迅雷下载方法：,最终幻想XIII：雷光归来/LIGHTNING RETURNS?: FINAL F,"[{""游戏类型"":""角色扮演""},{""游戏类型"":""动作冒险""}]","[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/EryU3mvuEbYf""},{""其他了"":""百度网盘下载链接：https://pan.baidu.com/s/1W3JVIOsQAWh3Kj5udylybw""},{""其他了"":""提取码：hwyx""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
超级像素赛车/Super Pixel Racers,https://lingdiankj.cn/plus/view.php?aid=2180,189564,https://cloud.189.cn/t/AfIBFnq67nee,https://pan.baidu.com/s/1LojHdAQM4dYY-qKn6Obepg,天翼/迅雷下载方法：,超级像素赛车/Super Pixel Racers,[{"游戏类型":""}],"[{""其他了"":""天翼/迅雷下载链接：https://cloud.189.cn/t/AfIBFnq67nee""},{""其他了"":""百度网盘下载链接：""},{""其他了"":""https://pan.baidu.com/s/1LojHdAQM4dYY-qKn6Obepg 提取码：97q7""},{""其他了"":""天翼/迅雷下载方法：""},{""其他了"":""百度网盘下载方法：""},{""其他了"":""点我查看""}]"
